area_title,ai_emp_24,total_emp_24,ai_per_1000_24,ai_emp_25,total_emp_25,ai_per_1000_25,delta_emp,pct_change_emp,delta_per_1000
"Jackson, MS",80.0,268750.0,0.29767441860465116,110.0,270730.0,0.40630886861448673,30.0,37.5,0.10863445000983557
"Las Cruces, NM",90.0,77990.0,1.153994101807924,110.0,80000.0,1.375,20.0,22.22222222222222,0.22100589819207594
"Hickory-Lenoir-Morganton, NC",100.0,155050.0,0.6449532408900355,110.0,154090.0,0.7138685183983386,10.0,10.0,0.06891527750830317
"Killeen-Temple, TX",60.0,148640.0,0.40365984930032295,100.0,150580.0,0.6640988179041042,40.0,66.66666666666666,0.26043896860378124
"Fargo, ND-MN",150.0,147570.0,1.0164667615368976,100.0,148660.0,0.6726759047490919,-50.0,-33.33333333333333,-0.34379085678780574
"Elkhart-Goshen, IN",100.0,128550.0,0.7779074290159471,100.0,127730.0,0.7829014327096219,0.0,0.0,0.004994003693674753
"Ames, IA",110.0,56310.0,1.9534718522464927,100.0,55890.0,1.789228842368939,-10.0,-9.090909090909092,-0.16424300987755358
"Myrtle Beach-Conway-North Myrtle Beach, SC",40.0,144400.0,0.2770083102493075,100.0,146260.0,0.6837139340899768,60.0,150.0,0.40670562384066933
"Mobile, AL",50.0,169130.0,0.295630580027198,100.0,172550.0,0.5795421616922631,50.0,100.0,0.28391158166506514
"Midland, TX",90.0,119220.0,0.754906894816306,100.0,122180.0,0.8184645604845311,10.0,11.11111111111111,0.06355766566822507
"Charleston, WV",70.0,106820.0,0.6553079947575361,100.0,103450.0,0.9666505558240696,30.0,42.857142857142854,0.31134256106653346
"Springfield, IL",60.0,102720.0,0.5841121495327103,100.0,100810.0,0.9919650828290844,40.0,66.66666666666666,0.40785293329637407
"Stockton-Lodi, CA",100.0,286420.0,0.3491376300537672,100.0,289660.0,0.3452323413657391,0.0,0.0,-0.0039052886880280857
"Burlington-South Burlington, VT",120.0,121320.0,0.9891196834817012,100.0,120150.0,0.8322929671244278,-20.0,-16.666666666666664,-0.1568267163572734
"Rockford, IL",70.0,139310.0,0.5024764912784437,100.0,137650.0,0.726480203414457,30.0,42.857142857142854,0.22400371213601322
"Greeley, CO",90.0,115470.0,0.779423226812159,100.0,119540.0,0.8365400702693659,10.0,11.11111111111111,0.05711684345720691
"Waco, TX",90.0,129920.0,0.6927339901477833,100.0,129860.0,0.7700600646850454,10.0,11.11111111111111,0.07732607453726215
"Kingsport-Bristol, TN-VA",90.0,117550.0,0.7656316461080391,90.0,119560.0,0.7527601204416192,0.0,0.0,-0.012871525666419914
"Fayetteville, NC",70.0,132690.0,0.5275454065867812,90.0,131430.0,0.6847751654873316,20.0,28.57142857142857,0.15722975890055046
"La Crosse-Onalaska, WI-MN",80.0,83080.0,0.9629272989889263,90.0,84380.0,1.066603460535672,10.0,12.5,0.10367616154674575
"Beaumont-Port Arthur, TX",80.0,158920.0,0.5033979360684622,90.0,163220.0,0.5514030143364784,10.0,12.5,0.048005078268016255
"Appleton, WI",80.0,123920.0,0.6455777921239509,90.0,124230.0,0.7244626901714561,10.0,12.5,0.0788848980475052
