institution_id,institution,ai_works,city,country,country_code,region,lat,lon,type
https://openalex.org/I92403157,University of Science and Technology Beijing,1473,Beijing,China,CN,,39.907501220703125,116.39723205566406,education
https://openalex.org/I17442442,State Grid Corporation of China (China),1471,Beijing,China,CN,Beijing,39.9075,116.39723,company
https://openalex.org/I25757504,China University of Mining and Technology,1467,Xuzhou,China,CN,,34.20441818237305,117.28385925292969,education
https://openalex.org/I41198531,Nanjing University of Posts and Telecommunications,1467,Nanjing,China,CN,,32.080501556396484,118.76499938964844,education
https://openalex.org/I80947539,Fuzhou University,1462,Fuzhou,China,CN,,26.061389923095703,119.30610656738281,education
https://openalex.org/I74319210,Chitkara University,1460,Chandigarh,India,IN,,30.736289978027344,76.78839874267578,education
https://openalex.org/I166073570,Binus University,1428,Jakarta,Indonesia,ID,Jakarta,-6.21462,106.84513,education
https://openalex.org/I78577930,Columbia University,1422,New York,United States,US,New York,40.71427,-74.00597,education
https://openalex.org/I3045169105,Southern University of Science and Technology,1415,Shenzhen,China,CN,Guangdong,22.54554,114.0683,education
https://openalex.org/I25254941,Beijing Normal University,1403,Beijing,China,CN,Beijing,39.9075,116.39723,education
https://openalex.org/I33213144,University of Florida,1388,Gainesville,United States,US,Florida,29.65163,-82.32483,education
https://openalex.org/I98358874,Delft University of Technology,1378,Delft,The Netherlands,NL,,52.00667190551758,4.355559825897217,education
https://openalex.org/I1174212,University of Southern California,1366,Los Angeles,United States,US,California,34.05223,-118.24368,education
https://openalex.org/I31746571,UNSW Sydney,1357,Sydney,Australia,AU,New South Wales,-33.86785,151.20732,education
https://openalex.org/I66867065,East China Normal University,1352,Shanghai,China,CN,,31.222219467163086,121.45806121826172,education
https://openalex.org/I98677209,University of Edinburgh,1352,Edinburgh,United Kingdom,GB,Scotland,55.95206,-3.19648,education
https://openalex.org/I32971472,Yale University,1351,New Haven,United States,US,Connecticut,41.30815,-72.92816,education
https://openalex.org/I36258959,University of California San Diego,1349,San Diego,United States,US,California,32.71571,-117.16472,education
https://openalex.org/I114027177,University of North Carolina at Chapel Hill,1347,Chapel Hill,United States,US,North Carolina,35.9132,-79.05584,education
https://openalex.org/I93860229,Politecnico di Milano,1329,Milan,Italy,IT,Lombardy,45.46427,9.18951,education
https://openalex.org/I56590836,Monash University,1325,Melbourne,Australia,AU,Victoria,-37.814,144.96332,education
https://openalex.org/I135310074,University of Wisconsin–Madison,1317,Madison,United States,US,Wisconsin,43.07305,-89.40123,education
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,1315,Daejeon,South Korea,KR,,36.34912872314453,127.38493347167969,education
https://openalex.org/I205237279,Nankai University,1315,Tianjin,China,CN,,39.14221954345703,117.17666625976562,education
https://openalex.org/I86519309,The University of Texas at Austin,1305,Austin,United States,US,Texas,30.26715,-97.74306,education
https://openalex.org/I163340411,Hohai University,1299,Nanjing,China,CN,,32.061668395996094,118.77777862548828,education
https://openalex.org/I80143920,Shandong University of Science and Technology,1298,Qingdao,China,CN,,36.06488037109375,120.38041687011719,education
https://openalex.org/I110360157,Lovely Professional University,1279,Phagwāra,India,IN,,31.224519729614258,75.77387237548828,education
https://openalex.org/I38877650,Zhengzhou University,1276,Zhengzhou,China,CN,,34.75777816772461,113.64861297607422,education
https://openalex.org/I183935753,King's College London,1274,London,United Kingdom,GB,England,51.50853,-0.12574,education
